Nest Box,Radial Zone,NLCD Year,Developed m2,Development P,Development %,Natural m2,Natural P,Natural %,Agriculture m2,Agriculture P,Agriculture %,Other m2,Other P,Other %,Total m2,Study Year,Occupancy,Success
102.1,1200,2011,83700,0.018514832,1.85,464400,0.102727454,10.27,0,0,0,3972600,0.878757715,87.88,4520700,2009,.,.
103,1200,2011,114300,0.025313933,2.53,2388600,0.529001395,52.9,1009800,0.223639625,22.36,1002600,0.222045047,22.2,4515300,2009,1,0
104,1200,2011,76500,0.016901969,1.69,2606400,0.575860012,57.59,909000,0.200835156,20.08,934200,0.206402863,20.64,4526100,2009,-1,.
105,1200,2011,134100,0.029645842,2.96,2160000,0.477516912,47.75,1023300,0.226223637,22.62,1206000,0.266613609,26.66,4523400,2009,.,.
105.1,1200,2011,108900,0.024055666,2.41,2124000,0.469184891,46.92,865800,0.191252485,19.13,1428300,0.315506958,31.55,4527000,2009,1,0
106,1200,2011,126000,0.027855153,2.79,2361600,0.522085157,52.21,1143000,0.252686033,25.27,892800,0.197373657,19.74,4523400,2009,1,0
107,1200,2011,27000,0.005978477,0.6,2127600,0.471104026,47.11,496800,0.110003986,11,1864800,0.412913511,41.29,4516200,2009,-1,.
108,1200,2011,114300,0.02525353,2.53,1700100,0.375621396,37.56,774900,0.171206999,17.12,1936800,0.427918075,42.79,4526100,2009,-1,.
109,1200,2011,142200,0.031424025,3.14,1332900,0.294550517,29.46,814500,0.179992045,18,2235600,0.494033413,49.4,4525200,2009,-1,.
110,1200,2011,15300,0.003383758,0.34,998100,0.220740446,22.07,221400,0.048964968,4.9,3286800,0.726910828,72.69,4521600,2009,-1,.
111,1200,2011,65700,0.014518695,1.45,1268100,0.280230708,28.02,100800,0.022275259,2.23,3090600,0.682975338,68.3,4525200,2009,1,0
112,1200,2011,99900,0.02214243,2.21,2226600,0.493516856,49.35,171000,0.037901456,3.79,2014200,0.446439258,44.64,4511700,2009,.,.
112.1,1200,2011,25200,0.005573248,0.56,999000,0.22093949,22.09,170100,0.037619427,3.76,3327300,0.735867834,73.59,4521600,2009,1,0
113,1200,2011,77400,0.017131474,1.71,1884600,0.417131474,41.71,457200,0.101195219,10.12,2098800,0.464541833,46.45,4518000,2009,1,3
114,1200,2011,76500,0.01690533,1.69,1991700,0.440135243,44.01,294300,0.0650358,6.5,2162700,0.477923628,47.79,4525200,2009,-1,.
114.1,1200,2011,108900,0.024046105,2.4,1703700,0.376192369,37.62,298800,0.065977742,6.6,2417400,0.533783784,53.38,4528800,2009,.,.
114.2,1200,2011,153000,0.033871289,3.39,1332900,0.295078701,29.51,153000,0.033871289,3.39,2878200,0.637178721,63.72,4517100,2009,.,.
115,1200,2011,119700,0.0264782,2.65,2118600,0.468644237,46.86,508500,0.11248258,11.25,1773900,0.392394983,39.24,4520700,2009,1,2
116,1200,2011,117000,0.02585007,2.59,2189700,0.483793995,48.38,467100,0.103201432,10.32,1752300,0.387154504,38.72,4526100,2009,0,.
117,1200,2011,110700,0.02444842,2.44,2038500,0.450208706,45.02,630900,0.139336116,13.93,1747800,0.386006758,38.6,4527900,2009,0,.
118,1200,2011,178200,0.039395145,3.94,1699200,0.375646637,37.56,944100,0.208714684,20.87,1701900,0.376243534,37.62,4523400,2009,1,5
119,1200,2011,171900,0.038025085,3.8,1967400,0.435198089,43.52,1304100,0.288473024,28.85,1077300,0.238303803,23.83,4520700,2009,1,0
120,1200,2011,144900,0.032046178,3.2,2198700,0.486265924,48.63,1102500,0.243829618,24.38,1075500,0.23785828,23.79,4521600,2009,0,.
121,1200,2011,36900,0.008157581,0.82,552600,0.122164743,12.22,0,0,0,3933900,0.869677676,86.97,4523400,2009,.,.
121.1,1200,2011,39600,0.008745776,0.87,1782000,0.393559928,39.36,138600,0.030610217,3.06,2567700,0.567084079,56.71,4527900,2009,1,5
122,1200,2011,60300,0.01332008,1.33,941400,0.207952286,20.8,21600,0.004771372,0.48,3503700,0.773956262,77.4,4527000,2009,.,.
122.1,1200,2011,71100,0.015702644,1.57,812700,0.179487179,17.95,85500,0.018882926,1.89,3558600,0.785927251,78.59,4527900,2009,1,4
123,1200,2011,59400,0.013123881,1.31,947700,0.209385564,20.94,21600,0.004772321,0.48,3497400,0.772718234,77.27,4526100,2009,.,.
123.1,1200,2011,68400,0.015124378,1.51,1339200,0.296119403,29.61,480600,0.106268657,10.63,2634300,0.582487562,58.25,4522500,2009,1,5
124,1200,2011,314100,0.069466561,6.95,2202300,0.487062102,48.71,71100,0.015724522,1.57,1934100,0.427746815,42.77,4521600,2009,0,.
125,1200,2011,172800,0.038323353,3.83,900900,0.199800399,19.98,1800,0.000399202,0.04,3433500,0.761477046,76.15,4509000,2009,0,.
126,1200,2011,108000,0.02388535,2.39,547200,0.121019108,12.1,0,0,0,3866400,0.855095541,85.51,4521600,2009,1,3
127,1200,2011,102600,0.022664016,2.27,1698300,0.375149105,37.51,232200,0.051292247,5.13,2493900,0.550894632,55.09,4527000,2009,1,5
128,1200,2011,39600,0.008754477,0.88,1188900,0.262833267,26.28,329400,0.072821329,7.28,2965500,0.655590927,65.56,4523400,2009,-1,.
129,1200,2011,79200,0.017501989,1.75,2666700,0.58929992,58.93,774000,0.171042164,17.1,1005300,0.222155927,22.22,4525200,2009,0,.
129.1,1200,2011,62100,0.013717694,1.37,2667600,0.589264414,58.93,712800,0.157455268,15.75,1084500,0.239562624,23.96,4527000,2009,.,.
130,1200,2011,165600,0.036704568,3.67,1865700,0.413524835,41.35,1207800,0.26770397,26.77,1272600,0.282066627,28.21,4511700,2009,-1,.
130.1,1200,2011,60300,0.013394642,1.34,1078200,0.239504198,23.95,43200,0.009596162,0.96,3320100,0.737504998,73.75,4501800,2009,.,.
131,1200,2011,54900,0.012151394,1.22,1744200,0.386055777,38.61,252900,0.055976096,5.6,2466000,0.545816733,54.58,4518000,2009,0,.
132,1200,2011,102600,0.022673031,2.27,1223100,0.270286396,27.03,591300,0.130668258,13.07,2608200,0.576372315,57.64,4525200,2009,-1,.
133,1200,2011,115200,0.025442258,2.54,2916000,0.644007156,64.4,306900,0.067779765,6.78,1189800,0.262770821,26.28,4527900,2009,1,0
134,1200,2011,180900,0.040031866,4,2429100,0.537542322,53.75,91800,0.020314678,2.03,1817100,0.402111133,40.21,4518900,2009,1,0
135,1200,2011,199800,0.044293695,4.43,1664100,0.368914605,36.89,180900,0.040103751,4.01,2466000,0.546687949,54.67,4510800,2009,1,5
136,1200,2011,113400,0.025034771,2.5,1838700,0.405920922,40.59,719100,0.158752235,15.88,1858500,0.410292072,41.03,4529700,2009,0,.
137,1200,2011,109800,0.024312475,2.43,1467900,0.325029892,32.5,446400,0.098844161,9.88,2492100,0.551813472,55.18,4516200,2009,0,.
138,1200,2011,44100,0.009753185,0.98,1762200,0.389729299,38.97,210600,0.046576433,4.66,2504700,0.553941083,55.39,4521600,2009,1,0
139,1200,2011,46800,0.0103462,1.03,1467000,0.324313569,32.43,121500,0.026860326,2.69,2888100,0.638479904,63.85,4523400,2009,1,0
140,1200,2011,297900,0.065818254,6.58,371700,0.082123683,8.21,96300,0.021276596,2.13,3760200,0.830781467,83.08,4526100,2009,1,0
140.1,1200,2011,206100,0.045526839,4.55,248400,0.054870775,5.49,31500,0.00695825,0.7,4041000,0.892644135,89.26,4527000,2009,.,.
140.2,1200,2011,213300,0.047390522,4.74,1385100,0.307738452,30.77,1220400,0.271145771,27.11,1682100,0.373725255,37.37,4500900,2009,.,.
141,1200,2011,106200,0.023501295,2.35,1439100,0.318462458,31.85,143100,0.031666999,3.17,2830500,0.626369249,62.64,4518900,2009,1,0
142,1200,2011,98100,0.021700179,2.17,1011600,0.223770655,22.38,102600,0.0226956,2.27,3308400,0.731833566,73.18,4520700,2009,-1,.
142.1,1200,2011,191700,0.042481053,4.25,1048500,0.232349422,23.23,183600,0.040686079,4.07,3088800,0.684483446,68.45,4512600,2009,.,.
143,1200,2011,133200,0.029493822,2.95,1510200,0.334396174,33.44,72900,0.016141889,1.61,2799900,0.619968115,62,4516200,2009,1,0
144,1200,2011,288900,0.063893312,6.39,443700,0.098128981,9.81,96300,0.021297771,2.13,3692700,0.816679936,81.67,4521600,2009,1,2
145,1200,2011,67500,0.014907573,1.49,911700,0.20135162,20.14,51300,0.011329756,1.13,3497400,0.772411051,77.24,4527900,2009,1,3
145.1,1200,2011,142200,0.031663327,3.17,1500300,0.334068136,33.41,177300,0.039478958,3.95,2671200,0.594789579,59.48,4491000,2009,.,.
146,1200,2011,66600,0.014717582,1.47,1067400,0.235879077,23.59,203400,0.04494829,4.49,3187800,0.704455052,70.45,4525200,2009,.,.
147,1200,2011,81000,0.017896202,1.79,781200,0.172598926,17.26,0,0,0,3663900,0.809504872,80.95,4526100,2009,.,.
148,1200,2011,38700,0.008558917,0.86,537300,0.118829618,11.88,99000,0.021894904,2.19,3846600,0.850716561,85.07,4521600,2009,.,.
149,1200,2011,93600,0.020688283,2.07,418500,0.092500497,9.25,118800,0.026258206,2.63,3893400,0.860553014,86.06,4524300,2009,.,.
150,1200,2011,63000,0.013913735,1.39,807300,0.178294574,17.83,39600,0.008745776,0.87,3618000,0.799045915,79.9,4527900,2009,.,.
1,250,2011,4500,0.023041475,2.3,142200,0.728110599,72.81,0,0,0,48600,0.248847926,24.88,195300,2010,1,0
2,250,2011,22500,0.114155251,11.42,87300,0.442922374,44.29,20700,0.105022831,10.5,66600,0.337899543,33.79,197100,2010,-1,.
3,250,2011,9900,0.050458716,5.05,122400,0.623853211,62.39,32400,0.165137615,16.51,31500,0.160550459,16.06,196200,2010,-1,.
4,250,2011,27000,0.136363636,13.64,24300,0.122727273,12.27,104400,0.527272727,52.73,42300,0.213636364,21.36,198000,2010,.,.
4.1,250,2011,0,0,0,107100,0.540909091,54.09,0,0,0,90900,0.459090909,45.91,198000,2010,1,0
5,250,2011,18000,0.092165899,9.22,33300,0.170506912,17.05,80100,0.410138249,41.01,63900,0.32718894,32.72,195300,2010,1,5
6,250,2011,0,0,0,21600,0.110599078,11.06,160200,0.820276498,82.03,13500,0.069124424,6.91,195300,2010,0,.
7,250,2011,0,0,0,117000,0.596330275,59.63,70200,0.357798165,35.78,9000,0.04587156,4.59,196200,2010,1,1
8,250,2011,14400,0.073059361,7.31,61200,0.310502283,31.05,39600,0.200913242,20.09,81900,0.415525114,41.55,197100,2010,-1,.
9,250,2011,14400,0.072727273,7.27,125100,0.631818182,63.18,36000,0.181818182,18.18,22500,0.113636364,11.36,198000,2010,.,.
9.1,250,2011,26100,0.132420091,13.24,16200,0.082191781,8.22,142200,0.721461187,72.15,12600,0.063926941,6.39,197100,2010,0,.
9.2,250,2011,14400,0.073732719,7.37,9900,0.050691244,5.07,113400,0.580645161,58.06,57600,0.294930876,29.49,195300,2010,.,.
10,250,2011,27000,0.137614679,13.76,137700,0.701834862,70.18,3600,0.018348624,1.83,27900,0.142201835,14.22,196200,2010,1,4
10.1,250,2011,3600,0.018099548,1.81,0,0,0,123300,0.619909502,61.99,72000,0.36199095,36.2,198900,2010,.,.
11,250,2011,9900,0.050228311,5.02,83700,0.424657534,42.47,28800,0.146118721,14.61,74700,0.378995434,37.9,197100,2010,1,4
12,250,2011,2700,0.013636364,1.36,63000,0.318181818,31.82,10800,0.054545455,5.45,121500,0.613636364,61.36,198000,2010,0,.
12.1,250,2011,18900,0.095454545,9.55,62100,0.313636364,31.36,0,0,0,117000,0.590909091,59.09,198000,2010,.,.
13,250,2011,0,0,0,94500,0.479452055,47.95,0,0,0,102600,0.520547945,52.05,197100,2010,0,.
14,250,2011,16200,0.084507042,8.45,157500,0.821596244,82.16,1800,0.009389671,0.94,16200,0.084507042,8.45,191700,2010,1,4
14.1,250,2011,12600,0.063636364,6.36,87300,0.440909091,44.09,0,0,0,98100,0.495454545,49.55,198000,2010,.,.
15,250,2011,14400,0.072727273,7.27,135900,0.686363636,68.64,32400,0.163636364,16.36,15300,0.077272727,7.73,198000,2010,-1,.
16,250,2011,37800,0.191780822,19.18,34200,0.173515982,17.35,86400,0.438356164,43.84,38700,0.196347032,19.63,197100,2010,1,5
17,250,2011,3600,0.018181818,1.82,36900,0.186363636,18.64,151200,0.763636364,76.36,6300,0.031818182,3.18,198000,2010,0,.
18,250,2011,2700,0.013761468,1.38,143100,0.729357798,72.94,0,0,0,50400,0.256880734,25.69,196200,2010,0,.
19,250,2011,5400,0.02739726,2.74,60300,0.305936073,30.59,0,0,0,131400,0.666666667,66.67,197100,2010,-1,.
19.1,250,2011,46800,0.236363636,23.64,32400,0.163636364,16.36,0,0,0,118800,0.6,60,198000,2010,.,.
20,250,2011,0,0,0,68400,0.345454545,34.55,86400,0.436363636,43.64,43200,0.218181818,21.82,198000,2010,1,0
21,250,2011,7200,0.03652968,3.65,132300,0.671232877,67.12,23400,0.118721461,11.87,34200,0.173515982,17.35,197100,2010,1,4
22,250,2011,19800,0.102803738,10.28,105300,0.546728972,54.67,57600,0.299065421,29.91,9900,0.051401869,5.14,192600,2010,.,.
22.1,250,2011,32400,0.164383562,16.44,92700,0.470319635,47.03,59400,0.301369863,30.14,12600,0.063926941,6.39,197100,2010,1,.
23,250,2011,0,0,0,155700,0.793577982,79.36,0,0,0,40500,0.206422018,20.64,196200,2010,1,3
24,250,2011,0,0,0,131400,0.663636364,66.36,0,0,0,66600,0.336363636,33.64,198000,2010,1,0
25,250,2011,11700,0.060185185,6.02,79200,0.407407407,40.74,89100,0.458333333,45.83,14400,0.074074074,7.41,194400,2010,-1,.
26,250,2011,8100,0.040909091,4.09,88200,0.445454545,44.55,69300,0.35,35,32400,0.163636364,16.36,198000,2010,1,0
27,250,2011,1800,0.009174312,0.92,72000,0.366972477,36.7,62100,0.316513761,31.65,60300,0.30733945,30.73,196200,2010,1,4
28,250,2011,9900,0.050228311,5.02,65700,0.333333333,33.33,62100,0.315068493,31.51,59400,0.301369863,30.14,197100,2010,1,4
29,250,2011,5400,0.027272727,2.73,52200,0.263636364,26.36,70200,0.354545455,35.45,70200,0.354545455,35.45,198000,2010,-1,.
30,250,2011,10800,0.054794521,5.48,95400,0.484018265,48.4,0,0,0,90900,0.461187215,46.12,197100,2010,1,5
30.1,250,2011,29700,0.15,15,27900,0.140909091,14.09,130500,0.659090909,65.91,9900,0.05,5,198000,2010,.,.
31,250,2011,8100,0.04109589,4.11,9000,0.0456621,4.57,118800,0.602739726,60.27,61200,0.310502283,31.05,197100,2010,0,.
31.1,250,2011,18000,0.090497738,9.05,50400,0.253393665,25.34,45900,0.230769231,23.08,84600,0.425339367,42.53,198900,2010,.,.
32,250,2011,25200,0.127853881,12.79,110700,0.561643836,56.16,36900,0.187214612,18.72,24300,0.123287671,12.33,197100,2010,0,.
33,250,2011,0,0,0,116100,0.586363636,58.64,0,0,0,81900,0.413636364,41.36,198000,2010,0,.
34,250,2011,19800,0.101382488,10.14,101700,0.520737327,52.07,65700,0.33640553,33.64,8100,0.041474654,4.15,195300,2010,-1,.
34.1,250,2011,7200,0.036199095,3.62,108900,0.547511312,54.75,0,0,0,82800,0.416289593,41.63,198900,2010,.,.
35,250,2011,18900,0.097222222,9.72,73800,0.37962963,37.96,0,0,0,101700,0.523148148,52.31,194400,2010,.,.
35.1,250,2011,15300,0.077272727,7.73,153000,0.772727273,77.27,0,0,0,29700,0.15,15,198000,2010,0,.
35.2,250,2011,11700,0.059633028,5.96,84600,0.431192661,43.12,0,0,0,99900,0.509174312,50.92,196200,2010,.,.
36,250,2011,18900,0.098130841,9.81,77400,0.401869159,40.19,0,0,0,96300,0.5,50,192600,2010,1,3
37,250,2011,0,0,0,154800,0.785388128,78.54,0,0,0,42300,0.214611872,21.46,197100,2010,1,1
38,250,2011,37800,0.190909091,19.09,42300,0.213636364,21.36,0,0,0,117900,0.595454545,59.55,198000,2010,-1,.
38.1,250,2011,10800,0.056074766,5.61,96300,0.5,50,13500,0.070093458,7.01,72000,0.373831776,37.38,192600,2010,.,.
39,250,2011,0,0,0,70200,0.357798165,35.78,21600,0.110091743,11.01,104400,0.532110092,53.21,196200,2010,1,2
40,250,2011,31500,0.164319249,16.43,72900,0.38028169,38.03,65700,0.342723005,34.27,21600,0.112676056,11.27,191700,2010,1,4
41,250,2011,29700,0.151376147,15.14,120600,0.614678899,61.47,1800,0.009174312,0.92,44100,0.224770642,22.48,196200,2010,-1,.
41.1,250,2011,23400,0.118721461,11.87,36000,0.182648402,18.26,36000,0.182648402,18.26,101700,0.515981735,51.6,197100,2010,.,.
42,250,2011,38700,0.2,20,0,0,0,0,0,0,154800,0.8,80,193500,2010,1,2
42.1,250,2011,24300,0.122727273,12.27,0,0,0,167400,0.845454545,84.55,6300,0.031818182,3.18,198000,2010,.,.
42.2,250,2011,28800,0.148148148,14.81,151200,0.777777778,77.78,0,0,0,14400,0.074074074,7.41,194400,2010,.,.
43,250,2011,0,0,0,58500,0.296803653,29.68,69300,0.351598174,35.16,69300,0.351598174,35.16,197100,2010,1,4
44,250,2011,4500,0.023364486,2.34,97200,0.504672897,50.47,0,0,0,90900,0.471962617,47.2,192600,2010,0,.
44.1,250,2011,8100,0.04109589,4.11,159300,0.808219178,80.82,0,0,0,29700,0.150684932,15.07,197100,2010,.,.
45,250,2011,57600,0.28959276,28.96,86400,0.43438914,43.44,8100,0.040723982,4.07,46800,0.235294118,23.53,198900,2010,.,.
45.1,250,2011,1800,0.009090909,0.91,12600,0.063636364,6.36,156600,0.790909091,79.09,27000,0.136363636,13.64,198000,2010,1,2
46,250,2011,4500,0.023148148,2.31,21600,0.111111111,11.11,68400,0.351851852,35.19,99900,0.513888889,51.39,194400,2010,1,0
47,250,2011,3600,0.018348624,1.83,85500,0.435779817,43.58,0,0,0,107100,0.54587156,54.59,196200,2010,0,.
48,250,2011,2700,0.013636364,1.36,38700,0.195454545,19.55,0,0,0,156600,0.790909091,79.09,198000,2010,.,.
48.1,250,2011,4500,0.02283105,2.28,161100,0.817351598,81.74,0,0,0,31500,0.159817352,15.98,197100,2010,0,.
49,250,2011,6300,0.03196347,3.2,133200,0.675799087,67.58,3600,0.01826484,1.83,54000,0.273972603,27.4,197100,2010,1,0
50,250,2011,17100,0.086757991,8.68,97200,0.493150685,49.32,0,0,0,82800,0.420091324,42.01,197100,2010,0,.
51,250,2011,17100,0.087962963,8.8,127800,0.657407407,65.74,0,0,0,49500,0.25462963,25.46,194400,2010,1,5
52,250,2011,9000,0.046728972,4.67,105300,0.546728972,54.67,0,0,0,78300,0.406542056,40.65,192600,2010,0,.
53,250,2011,0,0,0,62100,0.31797235,31.8,42300,0.216589862,21.66,90900,0.465437788,46.54,195300,2010,1,5
54,250,2011,9000,0.0456621,4.57,115200,0.584474886,58.45,0,0,0,72900,0.369863014,36.99,197100,2010,-1,.
54.1,250,2011,14400,0.074766355,7.48,110700,0.574766355,57.48,0,0,0,67500,0.35046729,35.05,192600,2010,.,.
55,250,2011,6300,0.03255814,3.26,87300,0.451162791,45.12,0,0,0,99900,0.51627907,51.63,193500,2010,0,.
56,250,2011,10800,0.054545455,5.45,87300,0.440909091,44.09,0,0,0,99900,0.504545455,50.45,198000,2010,1,5
57,250,2011,8100,0.040909091,4.09,0,0,0,0,0,0,189900,0.959090909,95.91,198000,2010,.,.
57.1,250,2011,9000,0.0456621,4.57,36000,0.182648402,18.26,146700,0.744292237,74.43,5400,0.02739726,2.74,197100,2010,1,0
58,250,2011,54900,0.278538813,27.85,64800,0.328767123,32.88,0,0,0,77400,0.392694064,39.27,197100,2010,.,.
58.1,250,2011,13500,0.068493151,6.85,72900,0.369863014,36.99,9000,0.0456621,4.57,101700,0.515981735,51.6,197100,2010,.,.
58.2,250,2011,6300,0.032407407,3.24,20700,0.106481481,10.65,155700,0.800925926,80.09,11700,0.060185185,6.02,194400,2010,0,.
59,250,2011,0,0,0,45900,0.232876712,23.29,48600,0.246575342,24.66,102600,0.520547945,52.05,197100,2010,0,.
59.1,250,2011,14400,0.072727273,7.27,2700,0.013636364,1.36,58500,0.295454545,29.55,122400,0.618181818,61.82,198000,2010,.,.
60,250,2011,6300,0.031818182,3.18,148500,0.75,75,9000,0.045454545,4.55,34200,0.172727273,17.27,198000,2010,0,.
61,250,2011,4500,0.022727273,2.27,8100,0.040909091,4.09,45000,0.227272727,22.73,140400,0.709090909,70.91,198000,2010,.,.
61.1,250,2011,0,0,0,61200,0.319248826,31.92,3600,0.018779343,1.88,126900,0.661971831,66.2,191700,2010,0,.
61.2,250,2011,0,0,0,83700,0.436619718,43.66,0,0,0,108000,0.563380282,56.34,191700,2010,.,.
62,250,2011,10800,0.055555556,5.56,48600,0.25,25,0,0,0,135000,0.694444444,69.44,194400,2010,1,5
62.1,250,2011,23400,0.120930233,12.09,0,0,0,0,0,0,170100,0.879069767,87.91,193500,2010,.,.
63,250,2011,13500,0.069444444,6.94,86400,0.444444444,44.44,35100,0.180555556,18.06,59400,0.305555556,30.56,194400,2010,1,0
64,250,2011,35100,0.181395349,18.14,9000,0.046511628,4.65,0,0,0,149400,0.772093023,77.21,193500,2010,.,.
64.1,250,2011,8100,0.042253521,4.23,52200,0.272300469,27.23,124200,0.647887324,64.79,7200,0.037558685,3.76,191700,2010,-1,.
65,250,2011,21600,0.108597285,10.86,45900,0.230769231,23.08,0,0,0,131400,0.660633484,66.06,198900,2010,-1,.
65.1,250,2011,14400,0.07239819,7.24,170100,0.85520362,85.52,0,0,0,14400,0.07239819,7.24,198900,2010,.,.
66,250,2011,12600,0.063636364,6.36,128700,0.65,65,0,0,0,56700,0.286363636,28.64,198000,2010,.,.
67,250,2011,12600,0.064516129,6.45,144900,0.741935484,74.19,3600,0.01843318,1.84,34200,0.175115207,17.51,195300,2010,1,4
68,250,2011,17100,0.086363636,8.64,43200,0.218181818,21.82,0,0,0,137700,0.695454545,69.55,198000,2010,.,.
68.1,250,2011,27900,0.143518519,14.35,151200,0.777777778,77.78,0,0,0,15300,0.078703704,7.87,194400,2010,0,.
69,250,2011,18000,0.091324201,9.13,55800,0.283105023,28.31,14400,0.073059361,7.31,108900,0.552511416,55.25,197100,2010,-1,.
70,250,2011,19800,0.1,10,125100,0.631818182,63.18,18900,0.095454545,9.55,34200,0.172727273,17.27,198000,2010,-1,.
70.1,250,2011,0,0,0,56700,0.287671233,28.77,0,0,0,140400,0.712328767,71.23,197100,2010,.,.
70.2,250,2011,34200,0.173515982,17.35,139500,0.707762557,70.78,0,0,0,23400,0.118721461,11.87,197100,2010,.,.
71,250,2011,13500,0.069124424,6.91,126000,0.64516129,64.52,0,0,0,55800,0.285714286,28.57,195300,2010,0,.
72,250,2011,8100,0.041284404,4.13,167400,0.853211009,85.32,1800,0.009174312,0.92,18900,0.096330275,9.63,196200,2010,-1,.
72.1,250,2011,0,0,0,72900,0.378504673,37.85,0,0,0,119700,0.621495327,62.15,192600,2010,.,.
72.2,250,2011,51300,0.259090909,25.91,110700,0.559090909,55.91,0,0,0,36000,0.181818182,18.18,198000,2010,.,.
73,250,2011,1800,0.009259259,0.93,154800,0.796296296,79.63,0,0,0,37800,0.194444444,19.44,194400,2010,1,4
74,250,2011,6300,0.03196347,3.2,172800,0.876712329,87.67,6300,0.03196347,3.2,11700,0.059360731,5.94,197100,2010,-1,.
75,250,2011,12600,0.063926941,6.39,126000,0.639269406,63.93,9900,0.050228311,5.02,48600,0.246575342,24.66,197100,2010,1,3
76,250,2011,4500,0.023474178,2.35,94500,0.492957746,49.3,35100,0.183098592,18.31,57600,0.300469484,30.05,191700,2010,-1,.
77,250,2011,0,0,0,75600,0.387096774,38.71,0,0,0,119700,0.612903226,61.29,195300,2010,1,4
